"Gene","HR","Pval"
"HOPX",1.37735116828106,0.0844300906427378
"NUPR1",1.22824522212897,0.270813153313849
"DDIT4",1.21010424545881,0.300140052111641
"EGR1",1.1984219848255,0.32696608614893
"IFIT1",1.13995976253669,0.477045653552194
"ITGA6",0.879518211713318,0.486238786625922
"CSTA",1.105643980193,0.58462447903319
